pressure_PS1_bar,pressure_PS2_bar,pressure_PS3_bar,pressure_PS4_bar,pressure_PS5_bar,pressure_PS6_bar,motor_power_EPS1_W,flow_FS1_l_min,flow_FS2_l_min,temp_TS1_C,temp_TS2_C,temp_TS3_C,temp_TS4_C,vibration_VS1,efficiency_SE,cooling_eff_CE,cooling_pwr_CP,fault
152.22,5.06,4.94,4.99,5.1,8.08,2120.0,8.42,8.45,36.08,40.05,37.98,29.64,0.5067,0.8451,98.56,1.433,0
153.06,5.03,4.97,5.19,5.02,8.33,2084.7,7.97,8.53,34.68,40.8,37.97,29.8,0.5573,0.8597,100.59,1.481,1
157.07,5.02,4.92,5.02,4.93,7.42,2152.6,8.6,8.53,35.47,40.38,37.34,29.46,0.5283,0.8539,98.97,1.523,0
153.24,5.03,5.12,5.07,4.84,7.99,2136.9,8.52,8.45,35.29,40.53,38.76,29.8,0.5114,0.8562,100.44,1.511,0
152.68,4.99,5.03,4.87,5.0,8.06,2181.4,8.83,8.28,34.69,40.38,37.59,29.53,0.5219,0.8546,99.76,1.485,0
157.58,5.13,5.04,4.81,5.25,8.41,2055.9,8.28,8.72,35.41,40.71,38.27,29.5,0.5344,0.8627,99.68,1.522,0
152.67,5.12,4.91,4.99,5.08,8.78,2139.4,8.33,8.55,35.8,39.55,37.35,29.99,0.5158,0.8558,101.57,1.538,0
156.93,4.88,5.09,4.75,4.91,7.84,2051.6,8.66,8.72,35.03,40.39,37.91,30.17,0.526,0.862,98.28,1.565,0
155.5,5.02,4.92,4.85,4.89,7.95,2174.1,8.77,8.65,36.13,39.33,38.25,30.13,0.5225,0.8713,100.19,1.446,0
152.99,5.06,4.82,4.84,4.98,8.17,2076.3,8.65,8.53,35.14,40.69,37.67,29.99,0.5319,0.8692,99.06,1.52,0
154.74,5.02,4.88,4.98,5.24,7.91,2118.0,8.35,8.81,35.6,41.16,37.98,29.58,0.5115,0.8621,100.1,1.541,0
155.11,4.87,5.02,5.05,5.01,7.92,2133.5,8.27,8.96,34.35,39.75,37.71,30.41,0.4886,0.8654,100.35,1.511,0
155.25,4.75,5.07,4.98,5.01,7.37,2091.4,8.19,8.54,34.77,40.4,37.9,30.0,0.5268,0.8804,99.4,1.556,0
155.89,4.86,4.98,4.94,5.12,7.61,2119.6,8.8,8.33,35.18,39.76,37.31,29.47,0.5465,0.8646,100.27,1.516,0
160.0,4.84,4.8,4.82,5.06,8.06,2122.8,8.7,8.56,35.34,40.17,38.05,30.15,0.5215,0.8429,100.03,1.494,0
154.04,5.0,4.89,4.99,5.15,8.22,2113.7,8.42,8.71,34.65,39.79,37.24,29.56,0.5124,0.8564,97.86,1.466,0
155.06,5.07,5.05,5.09,4.92,7.85,2089.9,8.43,8.45,35.26,40.27,37.65,30.18,0.5086,0.8479,98.72,1.449,0
156.11,5.05,5.17,4.93,4.86,7.94,2077.1,8.51,7.99,35.03,40.18,37.48,29.3,0.5062,0.8547,100.31,1.514,0
152.01,4.91,4.98,4.92,4.96,7.78,2105.5,8.6,8.7,34.93,40.16,37.91,29.63,0.4866,0.8791,99.85,1.489,0
158.64,5.0,5.01,5.07,5.14,8.23,2091.8,8.91,8.39,35.46,39.6,37.52,29.75,0.5708,0.87,100.81,1.503,1
152.27,5.08,4.97,5.06,4.99,8.37,2094.9,8.56,8.34,35.44,40.28,38.69,30.08,0.5482,0.852,100.5,1.411,0
156.2,5.05,4.82,5.13,4.86,8.04,2149.9,8.46,8.61,35.53,40.0,37.29,30.47,0.5375,0.8503,97.62,1.469,0
159.75,4.94,4.99,5.04,4.88,7.61,2140.7,8.55,8.58,36.16,39.84,37.59,30.12,0.513,0.8524,99.64,1.493,0
154.17,4.96,5.28,5.01,4.94,7.75,2128.8,8.63,8.59,35.3,39.13,37.32,29.88,0.509,0.8582,101.27,1.596,0
154.75,4.92,4.9,4.84,5.11,8.32,2008.3,8.62,8.42,34.51,40.1,38.1,30.28,0.4859,0.8547,98.16,1.481,0
155.52,4.91,4.93,5.05,4.8,8.34,2069.2,8.49,8.4,35.38,39.99,38.83,30.23,0.5314,0.8549,99.81,1.47,0
152.22,4.98,4.75,4.97,4.93,7.71,2145.6,8.69,8.45,35.54,39.64,38.04,30.45,0.5516,0.866,100.46,1.414,0
154.59,5.13,4.76,5.05,5.02,7.7,2118.4,8.75,8.68,34.58,40.37,37.79,30.26,0.5411,0.8661,98.45,1.448,0
155.03,4.9,5.08,4.93,5.28,8.3,2078.2,8.7,8.25,35.23,39.63,37.65,30.11,0.4944,0.8613,99.48,1.557,0
153.66,5.12,5.09,5.12,4.84,7.6,2091.0,8.5,8.22,35.32,40.3,39.13,30.41,0.4758,0.8577,99.33,1.526,0
151.5,4.91,5.02,5.0,4.84,8.48,2197.9,8.5,8.45,35.72,39.73,37.88,29.76,0.5362,0.8597,97.61,1.592,0
157.74,5.06,5.07,4.85,5.1,7.75,2039.6,8.56,8.55,34.71,40.48,37.98,30.46,0.5268,0.8438,100.6,1.47,0
156.53,4.86,4.96,4.91,5.04,7.56,2115.5,8.52,8.33,35.51,39.83,38.34,30.0,0.5447,0.8617,101.53,1.443,0
155.11,4.77,4.76,5.0,5.05,7.98,2077.4,8.39,8.58,36.07,40.33,37.2,29.55,0.5292,0.851,99.52,1.533,0
156.48,5.16,5.04,5.01,5.0,7.8,2089.5,8.32,8.77,34.31,39.9,38.26,29.89,0.5568,0.8503,98.75,1.544,0
153.08,4.88,5.03,5.26,4.98,8.97,2098.2,8.63,8.9,34.91,41.27,37.87,30.2,0.5433,0.8574,100.49,1.567,0
149.94,4.92,4.85,4.95,4.89,7.92,2105.9,8.55,8.73,35.02,40.49,37.84,30.26,0.5214,0.8557,99.98,1.448,1
151.52,5.17,5.06,4.95,4.91,7.5,2095.9,8.31,8.42,34.71,39.71,37.66,29.78,0.5373,0.8698,101.16,1.566,0
156.24,5.1,5.08,5.08,5.08,7.53,2049.3,8.48,8.47,36.38,39.97,37.67,29.49,0.5285,0.8585,100.42,1.483,0
157.14,4.83,4.91,4.97,5.1,8.04,2117.2,8.47,8.21,34.66,40.46,38.5,30.41,0.5226,0.8615,101.16,1.461,0
153.48,4.94,4.96,4.85,4.93,8.35,2050.6,8.64,8.31,35.3,39.7,37.66,30.32,0.5195,0.8501,98.78,1.552,0
158.11,4.95,5.04,5.0,4.87,8.15,2123.5,8.61,8.88,35.26,39.94,37.76,30.12,0.5445,0.8586,101.08,1.465,0
155.93,5.07,5.12,4.79,4.92,8.31,2061.6,8.58,8.4,35.22,40.15,38.34,30.47,0.5224,0.8499,99.93,1.37,0
156.19,5.2,5.16,5.1,5.08,8.25,2069.3,8.76,8.63,34.87,40.07,36.97,30.05,0.5111,0.8632,100.86,1.422,0
153.92,4.81,5.19,4.91,4.95,7.96,2135.6,8.37,8.69,34.87,40.44,37.87,30.03,0.4974,0.8705,100.5,1.506,0
155.9,4.96,4.96,5.01,5.04,8.12,2169.3,8.11,8.37,35.5,40.0,38.21,30.4,0.5298,0.869,99.91,1.423,0
158.35,4.95,5.07,4.92,5.12,7.69,2103.5,8.6,8.65,34.78,39.36,38.22,29.73,0.5068,0.8659,97.4,1.516,0
150.34,4.96,4.91,4.96,5.07,8.3,2168.5,8.43,8.4,34.6,39.79,38.07,29.83,0.5187,0.8704,100.1,1.498,1
157.13,5.03,5.24,4.97,4.82,8.31,2109.6,8.13,8.31,34.09,39.78,37.12,30.35,0.5319,0.8599,100.47,1.54,0
154.55,4.97,4.88,5.0,5.05,7.83,2052.8,8.28,8.65,34.74,39.34,38.51,29.48,0.523,0.8715,101.1,1.479,0
156.76,5.22,4.96,5.17,5.0,7.99,2030.1,8.34,8.74,34.66,39.64,38.1,29.88,0.5083,0.8657,98.95,1.539,0
156.04,5.1,4.99,4.86,5.01,7.76,2117.1,8.86,8.22,35.48,40.29,37.43,30.07,0.5014,0.8649,101.67,1.403,0
154.92,5.03,5.17,5.04,4.99,7.41,2150.4,8.13,8.51,35.22,40.92,38.1,29.75,0.4942,0.8789,101.32,1.491,0
156.3,4.99,5.03,5.03,5.05,8.49,2052.9,8.7,8.46,36.17,39.54,37.72,29.72,0.5208,0.8469,99.74,1.422,0
153.1,4.86,4.8,4.88,5.17,8.37,2007.3,8.45,8.31,34.39,39.6,38.14,30.35,0.5567,0.8597,99.24,1.6,0
155.83,5.03,5.12,5.03,4.91,7.56,2026.8,8.25,8.49,34.71,39.27,37.52,29.65,0.5086,0.8523,102.2,1.664,0
157.42,5.03,4.97,4.93,4.93,8.19,2091.9,8.75,8.48,34.7,39.64,37.73,29.72,0.5185,0.8635,101.75,1.62,0
154.98,4.9,4.92,4.85,5.17,8.2,2121.6,8.1,8.53,35.26,39.63,37.33,29.29,0.5355,0.8617,99.0,1.436,0
156.52,5.0,5.02,5.07,5.01,7.5,2142.0,8.48,8.63,35.61,39.81,37.57,29.97,0.5088,0.8685,99.66,1.452,0
156.59,5.06,4.95,4.91,5.06,8.22,2098.1,8.45,8.56,34.31,39.39,37.88,29.89,0.5359,0.8623,100.31,1.466,0
158.94,4.95,4.95,4.8,4.98,8.18,2151.5,8.33,8.32,34.73,39.74,38.31,29.81,0.5248,0.8707,99.56,1.485,0
153.45,5.09,4.98,4.83,5.01,8.58,2057.0,8.43,8.49,34.95,39.17,38.03,30.22,0.5053,0.8478,100.53,1.466,0
157.78,5.01,4.87,5.21,4.97,8.33,2108.0,8.48,8.45,34.37,40.22,37.72,30.77,0.5348,0.8644,99.94,1.569,0
151.89,4.91,5.1,5.14,4.91,8.04,2103.3,8.55,8.75,35.49,39.94,37.75,29.78,0.5118,0.8488,100.86,1.515,0
157.47,5.0,5.15,5.18,4.87,7.92,2026.2,8.49,8.73,35.22,39.82,37.32,29.62,0.5251,0.8631,99.16,1.524,0
157.95,4.93,5.07,5.02,4.89,8.14,2123.0,8.54,8.38,35.97,40.68,37.87,29.73,0.5412,0.8835,101.51,1.504,0
156.27,4.98,5.01,4.99,5.12,8.15,2056.8,8.42,8.67,35.32,39.87,38.66,30.18,0.5149,0.869,98.47,1.521,0
156.09,5.21,4.86,4.84,4.99,8.47,2079.7,8.2,8.28,35.83,40.21,37.7,30.31,0.5146,0.8643,99.92,1.522,0
155.87,5.14,5.03,4.93,5.01,8.17,2111.5,8.33,8.25,35.41,39.78,38.32,30.24,0.5339,0.8575,99.9,1.526,0
154.66,4.9,5.01,4.91,5.11,8.4,2103.6,8.44,8.16,34.34,39.98,38.41,30.0,0.5316,0.8499,100.99,1.431,0
156.88,4.99,5.13,5.09,4.88,7.96,2161.6,8.87,8.87,34.97,40.33,38.27,29.95,0.5141,0.8912,99.37,1.44,0
153.53,4.98,5.03,5.03,4.86,8.0,2134.7,8.22,8.62,35.38,39.85,37.76,29.49,0.5175,0.8592,97.31,1.586,0
151.72,5.04,5.03,5.1,5.07,7.99,2176.1,8.45,8.25,34.83,40.0,38.0,30.01,0.5316,0.864,99.78,1.53,0
152.33,4.94,5.15,4.97,5.0,7.71,2068.8,8.55,8.84,33.99,39.15,38.79,29.69,0.5271,0.8731,99.31,1.566,0
154.98,5.01,4.95,4.93,4.96,8.59,2098.7,8.64,8.71,34.64,40.17,37.13,30.48,0.4841,0.861,99.5,1.532,0
158.0,4.93,4.98,5.08,5.1,7.16,2081.7,8.67,8.58,35.2,39.72,37.97,30.09,0.5407,0.8664,100.22,1.562,0
157.19,4.82,5.07,5.01,5.12,7.92,2172.8,8.29,8.9,33.7,39.8,37.45,29.74,0.4901,0.8553,100.15,1.38,0
154.66,4.87,4.77,4.89,4.99,8.01,2115.5,8.36,8.64,34.57,40.08,38.08,30.31,0.5229,0.8635,100.09,1.448,0
155.84,4.89,4.94,4.94,4.99,8.56,2159.3,8.59,8.43,34.89,39.35,38.34,30.32,0.5103,0.8695,100.18,1.551,0
156.42,5.05,4.88,4.78,4.94,8.28,2076.7,8.39,8.59,34.09,40.13,38.12,30.09,0.5198,0.8418,101.12,1.527,0
155.34,4.92,4.94,4.97,4.81,8.19,2072.7,8.38,8.5,34.82,40.14,38.46,29.92,0.5345,0.8488,99.31,1.583,0
155.17,4.89,5.17,4.93,5.06,8.16,2091.8,8.36,8.87,35.49,40.66,37.29,29.46,0.5184,0.8749,98.53,1.507,0
156.8,5.2,4.92,5.07,4.82,7.73,2115.2,8.51,8.18,35.21,40.07,37.59,29.8,0.5197,0.8577,100.79,1.496,0
154.66,4.96,4.92,4.81,4.95,7.97,2015.4,8.65,8.46,35.07,39.88,37.73,30.06,0.5362,0.8376,98.77,1.473,0
156.48,4.92,4.96,5.01,5.0,8.39,2020.8,8.24,8.42,35.49,40.24,38.12,29.88,0.5189,0.851,99.04,1.507,0
154.6,5.18,5.08,5.1,4.93,7.52,2101.6,8.49,8.74,34.6,41.0,38.18,30.39,0.5061,0.8528,99.02,1.448,0
152.36,4.97,4.9,4.84,5.0,8.23,2079.2,8.64,8.76,34.35,40.1,38.48,29.94,0.4942,0.849,98.29,1.459,0
156.28,5.03,5.1,4.96,4.96,7.96,2128.3,8.68,8.73,34.54,40.04,38.57,29.85,0.5184,0.8504,99.53,1.474,0
153.84,5.14,4.94,4.95,4.93,8.23,2094.9,8.19,8.41,35.07,40.46,37.85,30.03,0.4671,0.8732,97.47,1.463,0
151.99,5.0,5.12,5.04,4.99,8.17,2231.6,8.37,8.42,35.47,40.25,37.86,30.25,0.5431,0.8657,101.03,1.504,0
154.7,5.04,4.98,4.9,5.05,8.17,2005.0,8.25,8.4,34.01,39.22,37.64,30.08,0.5205,0.8673,99.98,1.574,0
151.76,5.09,4.87,4.86,5.19,8.76,2127.3,8.64,8.42,35.13,40.85,37.63,30.7,0.5464,0.8648,101.12,1.49,0
153.24,4.98,5.14,4.96,4.89,8.05,2033.4,8.52,8.29,34.37,40.38,37.42,30.34,0.5179,0.8497,99.3,1.455,0
153.29,5.09,4.86,4.94,5.09,7.76,2093.4,8.62,8.62,33.8,39.79,37.78,30.38,0.5418,0.8531,99.36,1.473,0
155.9,4.99,4.87,5.14,4.94,8.16,2187.1,8.42,8.31,34.75,39.47,38.38,30.67,0.5168,0.8611,100.41,1.436,0
155.93,5.08,4.95,5.06,5.04,7.96,2150.9,8.62,8.33,34.23,40.09,38.65,30.71,0.5058,0.8717,99.86,1.479,0
156.37,5.16,4.95,5.06,5.06,8.0,2024.7,8.48,8.68,34.45,40.43,38.6,29.59,0.5334,0.847,99.64,1.502,0
155.95,5.13,4.93,4.97,4.79,7.76,2054.8,8.36,8.41,34.77,40.7,38.69,30.38,0.5182,0.854,100.6,1.493,0
156.66,4.84,5.02,4.98,4.95,7.92,2144.3,8.43,8.12,35.26,40.63,38.34,29.78,0.4979,0.8544,100.04,1.541,0
156.12,5.07,4.89,5.07,4.98,8.14,2054.5,8.32,8.51,35.49,39.25,37.96,30.31,0.4959,0.8681,98.83,1.527,0
154.85,5.03,4.97,4.9,5.18,8.07,1997.1,8.54,8.48,35.22,38.62,37.46,30.04,0.5063,0.8584,99.7,1.472,0
153.33,4.96,4.86,4.86,4.97,7.66,2107.6,8.44,8.45,34.99,40.19,37.91,30.01,0.5107,0.865,98.16,1.526,0
153.59,5.07,4.76,4.86,5.03,8.13,2043.2,8.68,8.01,35.01,39.97,38.15,30.53,0.5417,0.8578,99.88,1.441,0
150.41,4.84,4.99,4.88,4.94,7.69,2007.3,8.41,8.82,35.75,40.21,38.59,29.71,0.483,0.857,100.38,1.515,1
153.9,5.14,5.1,4.86,5.22,8.12,2030.8,8.71,8.8,35.75,39.72,37.53,29.95,0.5198,0.8542,100.31,1.484,0
151.95,5.03,4.87,4.97,4.95,8.4,2121.5,8.05,8.5,35.36,39.45,38.4,29.96,0.5317,0.8464,100.4,1.508,0
156.41,4.96,5.03,5.11,5.06,7.64,2200.4,8.35,8.5,35.41,39.5,37.72,29.75,0.546,0.8491,99.83,1.433,0
154.57,4.99,4.99,4.99,4.84,7.94,2065.2,8.45,8.19,35.11,40.22,37.91,29.91,0.5184,0.8468,99.62,1.479,0
156.25,4.92,5.01,4.95,5.11,7.83,2102.0,8.35,8.76,34.45,40.54,37.79,30.12,0.522,0.8646,100.72,1.491,0
156.98,5.09,4.99,5.06,4.98,7.8,2090.9,8.68,8.47,34.65,40.18,37.55,30.09,0.5258,0.8509,99.82,1.488,0
152.19,5.06,5.02,4.93,4.93,7.9,2163.2,8.79,8.68,34.6,39.44,38.27,29.97,0.5103,0.8442,101.75,1.431,0
156.9,5.07,5.09,4.95,4.97,7.96,2067.1,8.67,8.57,33.8,39.18,38.07,30.03,0.5032,0.8695,101.16,1.483,0
153.78,4.93,4.82,4.95,5.08,7.69,2095.6,8.71,8.75,34.31,39.96,38.86,29.91,0.5482,0.857,99.87,1.512,0
153.18,5.06,4.85,5.02,5.01,7.73,2093.9,8.49,8.47,34.88,39.99,38.75,29.82,0.5233,0.8513,101.72,1.427,0
154.44,5.07,5.06,4.89,5.18,8.04,2141.4,8.59,8.35,35.44,39.98,38.22,29.72,0.5441,0.8652,98.5,1.454,0
154.01,5.12,4.99,5.03,5.03,8.26,2126.2,8.42,8.46,35.46,40.11,37.58,29.93,0.5226,0.85,100.05,1.544,0
153.55,4.85,4.91,4.99,4.93,7.94,1987.2,8.62,8.51,35.38,40.5,37.3,30.22,0.5582,0.8476,99.78,1.534,0
152.31,5.12,5.18,5.07,5.24,7.87,2143.1,8.51,8.75,35.04,39.86,37.99,29.64,0.5309,0.8661,97.35,1.441,0
154.32,4.97,4.91,4.9,5.14,7.79,2133.6,8.56,8.51,35.46,40.46,37.31,29.59,0.5331,0.8565,98.9,1.483,0
154.18,5.06,4.96,5.0,4.99,7.92,2081.4,8.25,8.66,35.23,40.56,37.87,30.29,0.5153,0.8643,102.0,1.621,0
151.24,5.0,5.02,4.93,4.9,7.78,2003.1,8.32,8.71,35.17,39.79,38.13,30.07,0.468,0.8505,100.19,1.525,0
153.85,4.88,5.05,4.83,4.89,7.49,2132.1,8.66,8.21,35.17,40.99,38.65,29.94,0.5022,0.8593,99.46,1.515,0
155.34,4.98,4.98,5.11,5.12,8.22,2059.3,8.73,8.13,34.49,40.11,38.18,29.6,0.4963,0.8364,100.04,1.58,0
157.12,5.11,5.08,5.1,5.19,8.1,2150.6,8.52,8.91,34.82,39.18,37.69,29.02,0.5508,0.8653,100.11,1.564,0
154.66,4.83,4.92,4.97,4.94,7.67,2044.6,8.67,8.18,34.67,40.44,38.4,30.04,0.5187,0.8686,98.18,1.521,0
157.23,4.8,5.03,4.93,5.18,7.8,2130.0,8.74,8.47,35.34,39.55,38.02,30.22,0.5018,0.8542,99.11,1.477,0
153.56,5.16,5.05,4.87,4.96,7.6,2134.7,8.78,8.47,35.09,40.2,38.31,29.92,0.519,0.8734,101.55,1.533,0
151.97,4.95,4.94,5.03,5.02,8.53,2141.9,8.32,8.14,35.27,40.74,37.85,29.86,0.5239,0.8589,100.3,1.382,0
154.03,5.08,4.89,5.18,5.01,7.89,2186.2,8.42,8.21,35.27,41.44,37.42,30.06,0.5191,0.8448,99.77,1.477,0
152.96,5.02,4.99,5.02,5.03,8.42,2112.2,8.61,8.09,34.79,39.22,38.08,30.04,0.4955,0.8498,99.65,1.539,0
156.31,4.93,4.95,5.02,5.18,7.93,2114.3,8.56,8.42,34.97,40.53,37.84,29.69,0.5088,0.8657,99.26,1.441,0
153.16,4.91,4.94,5.08,5.04,8.6,2157.3,8.72,8.58,35.44,40.15,38.77,30.28,0.5245,0.8487,99.98,1.559,0
156.77,4.92,4.84,5.02,5.1,8.06,2048.1,8.91,8.26,34.41,40.78,38.01,29.82,0.4941,0.8586,100.09,1.509,0
155.98,5.11,5.06,4.91,4.78,7.62,2146.3,8.45,8.23,34.26,40.71,37.72,30.26,0.5245,0.8577,100.39,1.464,0
154.61,5.02,5.11,5.03,5.11,7.84,2034.3,8.5,8.22,35.61,39.57,38.81,29.94,0.4941,0.8664,99.54,1.516,0
159.36,5.05,4.94,4.94,5.0,7.64,2145.4,8.36,8.58,35.44,40.41,38.35,30.28,0.5279,0.8594,99.99,1.47,0
154.06,5.06,4.89,5.08,5.0,8.1,2007.4,8.49,8.45,35.45,40.4,38.57,29.78,0.5237,0.8581,101.16,1.564,0
154.19,5.16,5.15,5.13,5.08,7.87,2145.8,8.46,8.5,35.45,40.01,37.97,30.49,0.5361,0.8664,97.95,1.584,0
156.57,4.98,5.01,4.93,5.15,7.83,2123.8,8.46,8.59,34.6,40.33,38.35,29.88,0.5387,0.8735,100.78,1.535,0
155.34,4.85,4.85,5.15,5.1,7.5,2058.2,8.18,8.41,35.26,39.8,37.29,29.82,0.5314,0.8535,99.89,1.451,0
156.68,5.09,5.02,5.02,5.11,8.54,2072.0,8.33,8.41,34.88,39.77,38.4,29.94,0.5227,0.8494,101.05,1.492,0
154.5,5.0,4.86,4.99,4.84,7.93,2045.9,8.62,8.24,34.98,39.93,38.18,30.07,0.5132,0.8654,100.08,1.465,0
156.29,4.84,4.77,4.93,4.86,7.92,2085.5,9.17,8.18,34.48,40.11,38.01,30.11,0.4956,0.8696,99.6,1.434,0
155.6,5.16,4.95,4.96,5.13,7.92,2137.7,8.73,8.6,35.63,40.31,38.09,29.91,0.526,0.8565,99.61,1.492,0
154.6,5.02,5.07,5.07,4.98,8.34,2083.4,8.46,8.42,34.81,40.44,38.83,29.55,0.515,0.836,98.49,1.552,0
155.85,4.94,4.92,4.9,5.05,8.18,2115.2,8.41,8.57,34.51,40.64,37.07,30.22,0.4898,0.8641,98.83,1.499,0
154.58,4.85,5.05,5.01,4.99,7.77,2138.5,8.07,8.49,36.05,39.48,37.61,29.96,0.5045,0.866,100.52,1.625,0
150.67,4.98,4.88,5.19,5.04,7.98,2242.2,8.69,8.98,35.27,40.26,37.7,29.82,0.4877,0.8533,99.93,1.469,1
151.87,5.0,5.09,4.93,5.2,8.65,2015.4,8.22,8.0,34.9,39.96,37.66,29.86,0.5249,0.8642,99.05,1.456,0
156.55,4.96,4.88,4.96,5.04,7.89,2057.5,8.54,8.33,35.2,40.07,37.28,30.12,0.5066,0.8648,100.39,1.494,0
158.25,4.97,5.0,5.06,4.95,7.52,2038.9,8.55,8.54,35.22,40.99,37.61,29.53,0.4883,0.8763,100.32,1.46,0
156.14,4.91,4.91,5.16,4.88,7.57,2066.5,8.34,8.32,34.9,40.46,37.99,29.34,0.5169,0.8643,100.14,1.558,0
154.63,4.91,4.96,4.96,5.16,7.91,2108.5,8.52,8.47,34.95,40.99,36.81,30.01,0.5446,0.855,101.52,1.547,0
151.95,5.03,5.1,5.06,4.96,8.44,2070.6,8.64,8.3,35.19,39.05,38.14,29.93,0.5088,0.8476,100.89,1.494,0
157.17,4.95,5.0,5.02,4.88,7.98,2140.9,8.6,8.87,36.15,40.08,37.57,30.34,0.5018,0.8426,100.77,1.58,0
156.05,4.97,4.92,4.99,4.87,7.94,2021.8,8.55,8.76,34.41,40.26,37.8,29.75,0.5468,0.8477,99.23,1.556,0
151.4,4.85,4.68,5.16,5.2,8.01,2051.2,8.43,8.61,35.02,39.83,37.95,30.24,0.5261,0.8489,99.68,1.521,0
156.45,4.87,5.07,4.93,4.99,7.77,2099.5,8.7,8.53,34.7,39.23,38.66,30.27,0.52,0.8834,99.95,1.552,0
155.33,4.99,4.99,4.89,5.1,7.66,2064.0,8.35,8.61,35.41,39.39,38.24,30.16,0.5098,0.8533,101.55,1.431,0
158.96,5.02,5.02,4.91,5.04,7.65,2069.0,8.48,8.44,35.48,40.13,37.97,30.14,0.5329,0.8772,100.94,1.411,0
154.44,4.97,4.74,4.92,5.03,7.9,2056.1,8.9,8.53,35.36,39.78,37.94,30.05,0.5352,0.8502,101.42,1.481,0
152.02,5.17,5.04,4.88,5.11,8.09,2034.7,8.26,8.32,35.01,40.23,38.08,30.38,0.5147,0.8674,98.95,1.525,0
152.02,5.09,4.81,4.99,5.09,7.74,2100.4,8.76,8.57,35.43,40.23,37.78,30.17,0.5557,0.8567,100.17,1.527,0
157.19,4.99,5.11,5.03,5.11,8.05,2140.2,8.67,8.58,35.76,40.42,38.62,29.89,0.5497,0.8663,100.39,1.556,0
156.3,5.0,4.89,4.91,4.93,7.41,2060.6,8.19,8.69,35.62,39.99,38.06,29.38,0.5078,0.8636,99.71,1.526,0
151.11,4.76,5.06,5.11,4.96,7.64,2123.2,8.72,8.43,35.49,41.17,37.98,29.78,0.5077,0.8736,100.22,1.515,0
156.54,5.18,4.88,5.04,5.05,8.09,2031.3,8.49,7.99,34.38,39.26,38.0,29.74,0.5183,0.8668,99.53,1.469,0
156.53,5.07,5.01,5.15,4.96,7.56,2060.7,8.68,8.51,36.03,39.97,38.08,29.76,0.5232,0.8563,98.83,1.498,0
156.93,4.96,5.04,5.08,4.94,7.76,2082.8,8.31,8.59,35.02,39.51,38.0,30.0,0.5125,0.8731,100.17,1.488,0
157.89,5.05,5.01,4.98,4.89,8.14,2089.2,8.91,8.88,34.38,41.1,37.61,29.66,0.5177,0.8665,100.29,1.481,0
157.46,4.99,4.99,4.86,5.04,8.08,2034.8,8.27,8.36,35.57,40.49,38.19,30.46,0.5274,0.8574,99.06,1.532,0
153.62,5.08,5.07,5.02,4.96,8.01,2166.5,8.73,8.52,34.95,40.11,38.26,30.32,0.4961,0.8794,100.01,1.457,0
155.9,4.96,4.84,5.07,5.07,8.15,1982.3,8.46,8.35,34.31,39.39,38.04,30.27,0.5467,0.8728,99.8,1.451,0
152.38,5.07,5.07,5.03,5.07,8.38,2106.1,8.55,8.86,35.25,39.15,38.33,29.88,0.5091,0.8672,101.73,1.559,0
152.88,5.14,4.92,5.19,4.96,8.7,2046.3,8.64,8.37,35.18,40.0,37.94,29.25,0.5224,0.8433,100.66,1.484,0
157.98,4.88,4.95,4.88,5.02,8.25,2108.0,8.49,8.48,34.39,40.95,38.23,29.74,0.5219,0.8618,99.27,1.553,0
153.16,4.96,4.94,4.98,5.08,8.22,2023.9,8.6,8.36,35.3,39.52,37.84,29.66,0.5181,0.8575,101.92,1.519,0
154.75,4.79,5.11,4.92,4.74,7.77,2069.7,8.51,8.36,34.75,40.49,37.83,29.74,0.5496,0.849,98.38,1.529,0
157.6,4.9,4.98,4.97,4.93,8.37,2079.3,8.51,8.43,34.31,40.26,37.98,30.3,0.518,0.8662,99.51,1.618,0
155.87,5.07,5.09,5.01,4.95,8.29,2134.3,8.54,8.57,34.71,40.2,37.69,29.56,0.4934,0.8608,99.63,1.553,0
158.51,4.83,4.94,4.9,5.03,8.4,2040.5,8.43,8.5,35.11,40.09,37.73,30.01,0.521,0.8516,100.53,1.499,0
156.28,4.98,4.9,4.88,4.97,8.12,2097.2,8.32,8.61,35.23,40.03,37.58,30.64,0.5362,0.8593,100.06,1.456,0
154.49,5.09,5.02,4.86,4.98,7.92,2096.6,8.37,8.31,34.57,39.52,37.36,30.01,0.5133,0.8686,98.79,1.518,0
152.11,5.06,4.98,5.0,5.03,7.84,2108.5,8.73,8.71,35.08,39.62,38.16,30.22,0.5134,0.855,99.34,1.513,0
154.89,4.93,5.1,5.09,4.99,8.06,1999.8,8.41,8.58,34.74,39.77,38.03,30.22,0.5217,0.8705,99.63,1.459,0
155.37,4.99,4.96,5.0,5.02,7.95,2151.6,8.96,8.66,35.06,40.15,38.12,30.02,0.5285,0.8703,99.03,1.534,0
154.96,5.05,4.84,5.01,4.95,7.97,2107.7,8.87,8.57,34.78,39.95,38.97,30.12,0.5133,0.8569,101.01,1.532,0
158.35,4.86,4.95,5.12,5.01,8.44,2034.1,8.33,8.79,34.25,41.02,37.4,29.84,0.5163,0.8683,99.67,1.433,0
153.15,5.12,4.87,4.89,5.07,7.91,2065.3,8.68,8.66,34.89,40.3,38.93,30.25,0.5004,0.8559,99.32,1.496,0
